City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
292,Progreso,21.2833,-89.6667,96.12,70,7,14.97,MX,2021-10-11 21:43:36
293,Labuhan,-6.8844,112.2051,77.61,73,32,12.17,ID,2021-10-11 21:43:36
294,Ahipara,-35.1667,173.1667,55.6,83,100,14.09,NZ,2021-10-11 21:43:37
295,Hambantota,6.1241,81.1185,80.94,83,0,9.22,LK,2021-10-11 21:43:37
296,Zheleznodorozhnyy,55.7503,38.0042,46.22,63,100,4.97,RU,2021-10-11 21:39:42
297,Knysna,-34.0363,23.0471,64.78,43,98,5.35,ZA,2021-10-11 21:43:37
298,Taltal,-25.4,-70.4833,63.97,68,43,6.51,CL,2021-10-11 21:43:38
299,Fare,-16.7,-151.0167,79.9,78,20,15.43,PF,2021-10-11 21:43:38
300,Galesong,-5.3166,119.3661,78.82,77,97,11.34,ID,2021-10-11 21:43:38
301,Pilar,-9.5972,-35.9567,78.73,83,1,8.63,BR,2021-10-11 21:40:29
302,Shirokaya Rechka,56.7986,60.4852,45.86,87,99,10.56,RU,2021-10-11 21:43:39
303,Monteagudo,-19.8167,-63.9833,65.98,94,100,0.58,BO,2021-10-11 21:43:39
304,Griffith,41.5284,-87.4237,74.01,82,90,8.05,US,2021-10-11 21:38:43
305,Laramie,41.3114,-105.5911,59.09,32,1,7.0,US,2021-10-11 21:43:40
306,Kavaratti,10.5669,72.642,81.45,82,100,22.21,IN,2021-10-11 21:43:40
307,Umm Kaddadah,13.6017,26.6876,90.99,36,67,12.95,SD,2021-10-11 21:43:12
308,Paamiut,61.994,-49.6678,36.79,88,76,2.64,GL,2021-10-11 21:43:40
309,Narimanov,46.6927,47.8498,42.71,67,68,9.55,RU,2021-10-11 21:43:41
310,Rawson,-43.3002,-65.1023,61.61,46,96,11.7,AR,2021-10-11 21:43:41
311,Gizo,-8.103,156.8419,81.95,76,84,3.76,SB,2021-10-11 21:43:23
312,Sira,13.7453,76.9092,71.42,93,100,7.52,IN,2021-10-11 21:43:42
313,Mackenzie,55.2999,-123.1698,39.42,75,20,13.8,CA,2021-10-11 21:43:42
314,Amarante Do Maranhao,-5.5667,-46.7422,84.22,47,100,1.03,BR,2021-10-11 21:43:43
315,Nouadhibou,20.931,-17.0347,67.98,88,0,14.97,MR,2021-10-11 21:43:43
316,Alta Floresta,-9.8756,-56.0861,78.42,77,70,1.74,BR,2021-10-11 21:43:43
317,Marigot,18.0667,-63.0833,84.42,79,75,11.5,MF,2021-10-11 21:43:44
318,College,64.8569,-147.8028,41.79,76,75,5.75,US,2021-10-11 21:40:10
319,Heihe,50.2441,127.4902,32.58,71,14,5.73,CN,2021-10-11 21:43:45
320,Buchanan,5.8808,-10.0467,76.96,86,98,7.18,LR,2021-10-11 21:43:45
321,Saint George,37.1041,-113.5841,77.47,18,1,14.0,US,2021-10-11 21:40:02
322,Acapulco,16.8634,-99.8901,85.82,20,1,4.61,MX,2021-10-11 21:41:40
323,Evanston,42.0411,-87.6901,69.46,93,90,1.01,US,2021-10-11 21:42:56
324,Litovko,49.2361,135.1742,40.5,66,1,7.0,RU,2021-10-11 21:43:46
325,Sant Julia De Loria,42.4625,1.4825,50.59,36,0,6.87,AD,2021-10-11 21:43:46
326,San Quintin,30.4833,-115.95,69.44,68,0,16.8,MX,2021-10-11 21:42:36
327,Mount Gambier,-37.8333,140.7667,40.91,87,56,6.91,AU,2021-10-11 21:43:34
328,Habra,22.8344,88.6275,82.29,77,50,6.26,IN,2021-10-11 21:43:46
329,Marshall,34.3834,-86.3333,81.57,68,40,5.01,US,2021-10-11 21:43:47
330,Rock Sound,24.9,-76.2,81.81,69,91,9.46,BS,2021-10-11 21:43:47
331,Akyab,20.15,92.9,81.12,88,100,6.8,MM,2021-10-11 21:43:47
332,Adrar,20.5022,-10.0711,89.01,14,38,2.39,MR,2021-10-11 21:42:48
333,Decatur,39.8403,-88.9548,74.98,88,40,18.41,US,2021-10-11 21:39:21
334,Pingdu,36.7844,119.9464,51.24,64,85,3.36,CN,2021-10-11 21:43:49
335,Porto Walter,-8.2686,-72.7439,91.15,46,42,3.42,BR,2021-10-11 21:43:49
336,Olavarria,-36.8927,-60.3225,59.32,88,59,8.86,AR,2021-10-11 21:43:50
337,Avera,33.194,-82.5271,78.75,61,100,3.53,US,2021-10-11 21:43:50
338,Alice Springs,-23.7,133.8833,49.55,100,0,0.0,AU,2021-10-11 21:43:50
339,Kokoda,-8.8785,147.7407,75.9,92,99,1.5,PG,2021-10-11 21:43:51
340,Mehamn,71.0357,27.8492,44.51,93,75,9.22,NO,2021-10-11 21:43:51
341,Kem,64.9555,34.5793,44.73,81,72,13.62,RU,2021-10-11 21:43:51
342,Yeppoon,-23.1333,150.7333,73.18,70,82,5.28,AU,2021-10-11 21:42:50
343,Pionerskiy,54.9508,20.2275,44.44,81,14,18.37,RU,2021-10-11 21:43:52
344,Port Augusta,-32.5,137.7667,54.72,31,79,4.85,AU,2021-10-11 21:43:52
345,Bubaque,11.2833,-15.8333,82.67,77,99,7.36,GW,2021-10-11 21:43:52
346,Ustye,59.6304,39.736,37.72,88,89,6.02,RU,2021-10-11 21:43:53
347,Ajdabiya,30.7554,20.2263,72.57,69,0,12.48,LY,2021-10-11 21:43:53
348,Chitrakonda,18.1167,82.0833,69.94,83,93,1.63,IN,2021-10-11 21:43:53
349,Shizilu,35.1711,118.8289,51.06,66,90,6.51,CN,2021-10-11 21:43:54
350,Dikson,73.5069,80.5464,30.79,67,100,14.27,RU,2021-10-11 21:43:54
351,Puerto Salgar,5.463,-74.6544,82.9,71,97,5.97,CO,2021-10-11 21:43:54
352,College Station,30.628,-96.3344,85.82,42,1,0.0,US,2021-10-11 21:43:55
353,Escuinapa,22.85,-105.8,89.35,58,96,8.1,MX,2021-10-11 21:43:55
354,Kenai,60.5544,-151.2583,47.03,76,90,21.85,US,2021-10-11 21:43:56
355,Manokwari,-0.8667,134.0833,80.6,74,59,3.78,ID,2021-10-11 21:43:56
356,Kismayo,-0.3582,42.5454,77.02,86,99,13.98,SO,2021-10-11 21:43:56
357,Cayenne,4.9333,-52.3333,84.24,85,20,3.0,GF,2021-10-11 21:43:56
358,Antofagasta,-23.65,-70.4,60.08,75,21,9.37,CL,2021-10-11 21:43:57
359,Bloemfontein,-29.1211,26.214,54.88,50,0,4.61,ZA,2021-10-11 21:42:55
360,Hamada,34.8833,132.0833,73.0,93,99,14.97,JP,2021-10-11 21:43:57
361,San Patricio,28.017,-97.5169,86.85,68,95,9.53,US,2021-10-11 21:43:58
362,Poya,-21.35,165.15,78.22,58,70,3.47,NC,2021-10-11 21:43:58
363,Nemuro,43.3236,145.575,55.63,66,16,10.04,JP,2021-10-11 21:43:58
364,Lobito,-12.3481,13.5456,73.35,83,24,3.47,AO,2021-10-11 21:43:59
365,Santarem,-2.4431,-54.7083,87.93,62,20,13.8,BR,2021-10-11 21:43:59
366,Sioux Lookout,50.1001,-91.917,60.87,88,90,12.66,CA,2021-10-11 21:43:59
367,Young,-32.6833,-57.6333,59.18,93,61,6.98,UY,2021-10-11 21:44:00
368,Yerbogachen,61.2767,108.0108,21.56,68,0,10.76,RU,2021-10-11 21:44:00
369,Margate,51.3813,1.3862,51.96,83,77,9.01,GB,2021-10-11 21:44:01
370,Meridian,43.6121,-116.3915,56.25,31,1,11.99,US,2021-10-11 21:40:54
371,Basti,26.8,82.7167,74.7,64,4,1.86,IN,2021-10-11 21:44:01
372,Pontianak,-0.0333,109.3333,78.78,94,90,4.61,ID,2021-10-11 21:44:02
373,Ilulissat,69.2167,-51.1,26.62,68,100,2.3,GL,2021-10-11 21:44:02
374,Jinxiang,27.4327,120.6062,73.08,84,100,20.6,CN,2021-10-11 21:44:03
375,Codrington,-38.2667,141.9667,46.06,76,20,11.7,AU,2021-10-11 21:44:03
376,Coihaique,-45.5752,-72.0662,56.01,44,75,5.75,CL,2021-10-11 21:44:03
377,Aranos,-24.1333,19.1167,68.61,31,0,14.7,NA,2021-10-11 21:44:04
378,Kobryn,52.2138,24.3564,44.58,57,100,4.29,BY,2021-10-11 21:44:04
379,La Maddalena,41.2142,9.4083,53.65,65,0,8.55,IT,2021-10-11 21:44:04
380,Luanda,-8.8368,13.2343,74.03,83,75,5.77,AO,2021-10-11 21:42:48
381,Keighley,53.8679,-1.9066,54.12,89,40,3.0,GB,2021-10-11 21:44:05
382,Ngorongoro,-3.2397,35.4875,53.49,57,100,8.19,TZ,2021-10-11 21:44:05
383,Primorsk,46.7348,36.3443,52.97,78,100,4.94,UA,2021-10-11 21:44:06
384,Rudnogorsk,57.2639,103.7519,22.55,85,100,4.16,RU,2021-10-11 21:44:06
385,Guane,22.2025,-84.0875,84.0,65,27,5.32,CU,2021-10-11 21:44:06
386,Jawhar,2.7809,45.5005,76.75,81,100,11.88,SO,2021-10-11 21:44:06
387,Damghan,36.1683,54.348,52.27,51,0,1.57,IR,2021-10-11 21:44:07
388,Ambulu,-8.345,113.6058,73.89,83,97,2.98,ID,2021-10-11 21:44:07
389,Moussoro,13.6408,16.4901,92.25,12,4,9.06,TD,2021-10-11 21:44:08
390,Kiruna,67.8557,20.2251,40.12,81,90,9.22,SE,2021-10-11 21:44:08
391,Salalah,17.0151,54.0924,78.89,78,20,3.44,OM,2021-10-11 21:44:08
392,Tikhvin,59.6451,33.5294,42.22,77,50,7.83,RU,2021-10-11 21:44:09
393,Carahue,-38.7,-73.1667,64.6,68,100,5.53,CL,2021-10-11 21:44:09
394,Mirador,-6.3708,-44.3631,86.02,48,87,2.13,BR,2021-10-11 21:44:09
395,Abu Dhabi,24.4667,54.3667,87.82,66,0,4.61,AE,2021-10-11 21:41:01
396,Suraabad,40.8192,49.4687,57.38,68,15,16.17,AZ,2021-10-11 21:44:10
397,Husavik,66.0449,-17.3389,31.91,74,98,6.22,IS,2021-10-11 21:44:10
398,Pangai,-19.8,-174.35,77.11,57,40,6.91,TO,2021-10-11 21:44:11
399,Reo,12.3167,-2.4667,84.78,43,79,8.61,BF,2021-10-11 21:44:11
400,Marihatag,8.7936,126.2969,78.91,76,100,9.17,PH,2021-10-11 21:44:11
401,Mecca,21.4267,39.8261,86.25,34,4,3.38,SA,2021-10-11 21:44:12
402,Acari,-15.4311,-74.6158,69.44,71,38,6.29,PE,2021-10-11 21:44:12
403,Port Hedland,-20.3167,118.5667,60.85,100,2,5.75,AU,2021-10-11 21:44:12
404,Hope,33.6671,-93.5916,80.65,39,0,8.48,US,2021-10-11 21:40:52
405,Moree,-29.4667,149.85,60.82,94,90,10.36,AU,2021-10-11 21:44:13
406,Guhagar,17.4842,73.1929,77.31,91,100,3.15,IN,2021-10-11 21:44:13
407,Lamas,-6.4167,-76.5333,77.47,90,96,0.85,PE,2021-10-11 21:44:13
408,Daru,-9.0763,143.2092,80.94,80,59,7.45,PG,2021-10-11 21:44:14
409,Aykhal,66.0,111.5,13.59,93,100,25.26,RU,2021-10-11 21:44:14
410,Kodinsk,58.6881,99.1844,21.36,69,2,0.98,RU,2021-10-11 21:44:14
411,Saint-Joseph,-21.3667,55.6167,72.21,92,81,6.6,RE,2021-10-11 21:44:15
412,Lakselv,70.0513,24.9718,44.42,100,90,10.36,NO,2021-10-11 21:44:15
413,Pangnirtung,66.1451,-65.7125,33.8,93,75,4.61,CA,2021-10-11 21:44:15
414,Port Blair,11.6667,92.75,78.84,89,40,2.3,IN,2021-10-11 21:44:16
415,San Bartolome De Tirajana,27.9248,-15.5733,62.31,66,20,9.22,ES,2021-10-11 21:44:16
416,Arman,59.7,150.1667,30.2,57,100,3.69,RU,2021-10-11 21:44:16
417,Derzhavinsk,51.1,66.3167,34.05,51,16,8.03,KZ,2021-10-11 21:44:17
418,Cradock,-32.1642,25.6192,71.53,26,100,8.61,ZA,2021-10-11 21:44:17
419,Redlands,34.0556,-117.1825,72.88,58,6,5.01,US,2021-10-11 21:39:26
420,Okhotsk,59.3833,143.3,24.26,81,5,8.23,RU,2021-10-11 21:44:17
421,Bundaberg,-24.85,152.35,71.22,82,75,1.01,AU,2021-10-11 21:44:18
422,Baykit,61.67,96.37,18.99,88,28,2.68,RU,2021-10-11 21:44:18
423,Dubti,11.7361,41.0853,85.98,53,43,5.3,ET,2021-10-11 21:44:18
424,Nyuksenitsa,60.4128,44.2397,38.37,88,56,6.08,RU,2021-10-11 21:44:19
425,Notodden,59.5594,9.2585,43.95,73,0,3.89,NO,2021-10-11 21:44:19
426,New Glasgow,45.5834,-62.6486,59.38,90,74,4.07,CA,2021-10-11 21:42:05
427,Montes Altos,-5.8333,-47.0667,85.5,49,100,3.0,BR,2021-10-11 21:44:19
428,Gigmoto,13.7796,124.39,81.25,85,100,16.98,PH,2021-10-11 21:44:20
429,Port Hueneme,34.1478,-119.1951,79.48,40,1,23.02,US,2021-10-11 21:44:20
430,Mega,4.05,38.3,66.02,57,97,15.19,ET,2021-10-11 21:44:20
431,Palembang,-2.9167,104.7458,75.33,91,99,2.86,ID,2021-10-11 21:44:21
432,Uruzgan,32.8333,66.0,45.79,17,0,1.21,AF,2021-10-11 21:44:21
433,Plaster Rock,46.9065,-67.39,64.92,85,62,1.12,CA,2021-10-11 21:44:21
434,Salinas,36.6777,-121.6555,73.0,53,1,20.71,US,2021-10-11 21:40:33
435,Victor Harbor,-35.5667,138.6167,57.79,76,91,11.65,AU,2021-10-11 21:44:22
436,Arlit,18.7369,7.3853,86.61,9,54,10.65,NE,2021-10-11 21:44:22
437,Tarabha,20.7333,83.65,73.13,79,48,2.01,IN,2021-10-11 21:44:22
438,Key West,24.5557,-81.7826,86.0,62,1,5.75,US,2021-10-11 21:42:44
439,Sambava,-14.2667,50.1667,69.96,88,15,10.96,MG,2021-10-11 21:44:23
440,Soe,-9.8607,124.284,68.05,71,85,2.46,ID,2021-10-11 21:44:23
441,Tuatapere,-46.1333,167.6833,43.56,81,99,11.95,NZ,2021-10-11 21:44:23
442,Vila Velha,-20.3297,-40.2925,68.76,90,100,18.9,BR,2021-10-11 21:44:24
443,Sarany,58.5,58.8833,41.31,98,100,8.97,RU,2021-10-11 21:44:24
444,Verkhoyansk,67.5447,133.385,31.06,93,100,4.16,RU,2021-10-11 21:44:25
445,Dahuk,36.8695,42.994,69.66,15,0,4.85,IQ,2021-10-11 21:44:25
446,Mazabuka,-15.856,27.748,66.7,60,0,12.64,ZM,2021-10-11 21:44:25
447,Talnakh,69.4865,88.3972,19.58,96,100,5.82,RU,2021-10-11 21:44:25
448,Nosy Varika,-20.5833,48.5333,68.99,93,86,5.7,MG,2021-10-11 21:44:26
449,Northallerton,54.339,-1.4324,54.93,82,75,4.61,GB,2021-10-11 21:44:26
450,Santa Lucia,27.9117,-15.5407,64.76,62,20,9.22,ES,2021-10-11 21:44:26
451,Muisne,0.6,-80.0333,78.91,81,93,7.05,EC,2021-10-11 21:44:27
452,Grand-Santi,4.25,-54.3833,75.78,86,85,3.22,GF,2021-10-11 21:44:27
453,Yenagoa,4.9247,6.2642,77.04,92,52,3.09,NG,2021-10-11 21:44:27
454,Goderich,43.7501,-81.7165,77.32,65,100,10.36,CA,2021-10-11 21:44:28
455,Santa Rosa,14.3122,121.1114,83.1,80,100,14.47,PH,2021-10-11 21:44:28
456,Pimenta Bueno,-11.6725,-61.1936,89.01,44,82,2.62,BR,2021-10-11 21:44:29
457,Ahuimanu,21.4447,-157.8378,85.71,60,40,14.97,US,2021-10-11 21:44:29
458,Mandalgovi,45.7625,106.2708,35.78,32,43,8.08,MN,2021-10-11 21:44:29
459,Kefalos,36.7453,26.9589,71.82,49,20,0.0,GR,2021-10-11 21:44:30
460,Bissau,11.8636,-15.5977,78.91,94,20,1.14,GW,2021-10-11 21:44:30
461,Jibuti,11.5,42.5,81.82,60,22,4.09,DJ,2021-10-11 21:44:30
462,Kishni,27.0247,79.2634,78.3,55,21,1.9,IN,2021-10-11 21:44:31
463,Roseburg,43.2165,-123.3417,58.17,47,40,5.75,US,2021-10-11 21:44:31
464,Huntingdon,52.3305,-0.1865,51.82,88,61,8.32,GB,2021-10-11 21:44:31
465,Asau,46.4333,26.4,48.76,83,100,3.49,RO,2021-10-11 21:44:32
466,Kindu,-2.95,25.95,70.18,99,100,3.71,CD,2021-10-11 21:44:32
467,Ghimes-Faget,46.5833,26.0667,44.22,65,100,2.8,RO,2021-10-11 21:44:32
468,Los Llanos De Aridane,28.6585,-17.9182,67.75,78,75,5.75,ES,2021-10-11 21:44:33
469,Ouegoa,-20.35,164.4333,77.27,69,85,9.69,NC,2021-10-11 21:44:33
470,San Nicolas,18.1725,120.5953,76.91,94,90,26.46,PH,2021-10-11 21:43:41
471,Krasnoselkup,65.7,82.4667,26.87,73,100,6.2,RU,2021-10-11 21:44:33
472,Emerald,-23.5333,148.1667,71.74,83,82,8.05,AU,2021-10-11 21:44:34
473,Jinchang,38.4953,102.1739,47.05,49,18,11.16,CN,2021-10-11 21:44:34
474,Stornoway,58.2093,-6.3865,53.92,100,75,12.66,GB,2021-10-11 21:44:34
475,Manyana,-23.4,21.7167,65.68,38,0,8.93,BW,2021-10-11 21:44:35
476,Eyl,7.9803,49.8164,79.68,77,61,13.8,SO,2021-10-11 21:44:35
477,Kardamaina,36.7814,27.1425,72.88,49,20,0.0,GR,2021-10-11 21:44:35
478,Firminopolis,-16.5819,-50.305,74.1,77,77,3.27,BR,2021-10-11 21:44:36
479,Vostok,46.4856,135.8833,35.35,76,0,2.91,RU,2021-10-11 21:43:11
480,Forestville,38.8451,-76.875,68.68,84,90,9.22,US,2021-10-11 21:44:36
481,Mount Isa,-20.7333,139.5,67.77,83,90,8.05,AU,2021-10-11 21:43:37
482,Bud,39.447,-86.1758,80.58,64,55,19.71,US,2021-10-11 21:44:36
483,Oistins,13.0667,-59.5333,86.09,70,20,10.36,BB,2021-10-11 21:44:37
484,Birjand,32.8663,59.2211,37.87,11,0,6.91,IR,2021-10-11 21:44:37
485,Qaqortoq,60.7167,-46.0333,34.3,51,100,3.18,GL,2021-10-11 21:44:37
486,Nalut,30.3333,10.85,68.05,47,80,12.88,LY,2021-10-11 21:44:38
487,Toora-Khem,52.4675,96.11,35.15,99,100,1.5,RU,2021-10-11 21:44:38
488,Road Town,18.4167,-64.6167,83.19,83,40,11.5,VG,2021-10-11 21:39:57
489,Lasa,46.6166,10.7002,50.88,68,100,6.17,IT,2021-10-11 21:44:39
490,Moose Factory,51.2585,-80.6094,64.4,94,90,12.66,CA,2021-10-11 21:44:39
491,San Cristobal,7.7669,-72.225,78.98,76,89,3.42,VE,2021-10-11 21:42:42
492,Iquique,-20.2208,-70.1431,62.64,76,43,4.99,CL,2021-10-11 21:43:58
493,Saint-Augustin,51.226,-58.6502,52.79,78,100,3.36,CA,2021-10-11 21:44:39
494,Auki,-8.7676,160.7034,84.33,66,39,2.01,SB,2021-10-11 21:44:40
495,Lixourion,38.2019,20.4314,64.81,74,71,12.24,GR,2021-10-11 21:44:40
496,Togur,58.3631,82.8265,24.98,69,9,2.26,RU,2021-10-11 21:44:41
497,Nieuw Nickerie,5.95,-56.9833,81.91,82,29,12.82,SR,2021-10-11 21:44:41
498,Marabba,12.35,32.1833,85.59,56,100,5.77,SD,2021-10-11 21:44:41
499,Muros,42.7762,-9.0603,61.84,77,13,8.68,ES,2021-10-11 21:44:42
500,Kabinda,-6.1333,24.4833,67.21,93,100,5.46,CD,2021-10-11 21:44:42
501,Yuxia,34.0615,108.6291,48.81,91,100,3.06,CN,2021-10-11 21:44:42
502,Chililabombwe,-12.3648,27.8229,68.99,53,99,9.64,ZM,2021-10-11 21:44:43
503,Half Moon Bay,37.4636,-122.4286,73.06,44,1,17.27,US,2021-10-11 21:44:43
504,Balabac,7.9868,117.0645,81.75,79,100,20.92,PH,2021-10-11 21:44:44
505,Chernyshkovskiy,48.4219,42.2308,51.66,70,5,8.23,RU,2021-10-11 21:44:44
506,Severo-Kurilsk,50.6789,156.125,46.04,85,95,34.29,RU,2021-10-11 21:44:44
507,Ormara,25.2088,64.6357,82.02,27,0,15.82,PK,2021-10-11 21:44:44
508,Sturgeon Falls,46.3646,-79.9326,73.89,79,95,10.11,CA,2021-10-11 21:44:45
509,Port Hardy,50.6996,-127.4199,46.4,93,90,5.75,CA,2021-10-11 21:44:45
510,Adwa,14.1646,38.8955,64.56,71,78,3.71,ET,2021-10-11 21:44:45
511,Ponta Delgada,37.7333,-25.6667,70.52,94,40,8.05,PT,2021-10-11 21:44:46
512,Kununurra,-15.7667,128.7333,76.98,88,40,3.44,AU,2021-10-11 21:44:46
513,Binga,-17.6203,27.3414,75.94,49,33,6.4,ZW,2021-10-11 21:44:46
514,Lethem,3.3803,-59.7968,93.25,52,20,13.8,GY,2021-10-11 21:44:47
515,Urusha,54.05,122.9,35.62,77,100,3.36,RU,2021-10-11 21:44:47
516,Malaya Purga,56.5567,53.0043,46.51,89,100,5.99,RU,2021-10-11 21:44:47
517,Minatitlan,17.9833,-94.5167,95.09,63,20,6.91,MX,2021-10-11 21:44:48
518,Vestmanna,62.1564,-7.1664,38.32,93,75,4.61,FO,2021-10-11 21:44:48
519,Broken Hill,-31.95,141.4333,47.91,49,12,0.0,AU,2021-10-11 21:44:48
520,Rosetta,31.4044,30.4164,74.62,77,13,10.07,EG,2021-10-11 21:44:49
521,Oulainen,64.2667,24.8,46.26,94,100,3.02,FI,2021-10-11 21:44:49
522,Saint-Ambroise,48.5501,-71.3324,64.94,93,100,3.51,CA,2021-10-11 21:44:49
523,Alghero,40.5589,8.3181,59.99,88,0,2.3,IT,2021-10-11 21:41:00
524,Toccoa,34.5773,-83.3324,77.85,72,75,0.0,US,2021-10-11 21:44:50
525,Sobolevo,54.4299,31.8996,38.91,80,98,6.49,RU,2021-10-11 21:44:50
526,Bambanglipuro,-7.95,110.2833,76.46,78,100,7.38,ID,2021-10-11 21:44:50
527,Lucapa,-8.4192,20.7447,67.86,82,100,3.2,AO,2021-10-11 21:44:51
528,Alyangula,-13.8483,136.4192,73.27,100,95,0.0,AU,2021-10-11 21:44:51
529,Sinnamary,5.3833,-52.95,81.46,79,48,11.9,GF,2021-10-11 21:44:51
530,Nanakuli,21.3906,-158.1547,85.95,54,20,11.5,US,2021-10-11 21:44:52
531,Vostochnyy,55.8167,37.8667,45.99,64,100,4.81,RU,2021-10-11 21:44:52
532,Leningradskiy,69.3833,178.4167,13.32,91,26,5.61,RU,2021-10-11 21:44:52
533,Ikornnes,62.3873,6.557,44.74,93,99,5.35,NO,2021-10-11 21:44:53
534,Pimentel,-6.8367,-79.9342,68.29,68,0,19.57,PE,2021-10-11 21:44:53
535,Praia,14.9215,-23.5087,79.34,73,40,19.57,CV,2021-10-11 21:40:31
536,Oranjemund,-28.55,16.4333,61.39,71,26,3.65,NA,2021-10-11 21:41:20
537,Bugojno,44.0572,17.4508,41.25,100,100,4.03,BA,2021-10-11 21:44:53
538,Marienburg,54.0359,19.0266,48.06,83,8,9.15,PL,2021-10-11 21:44:54
539,Bowen,-20.0167,148.2333,71.82,67,77,3.58,AU,2021-10-11 21:44:54
540,Stillwater,36.1156,-97.0584,79.61,36,1,5.75,US,2021-10-11 21:43:20
541,Mangrol,21.1167,70.1167,80.94,80,1,6.26,IN,2021-10-11 21:44:54
542,Helena,46.5927,-112.0361,40.32,75,90,7.0,US,2021-10-11 21:44:55
543,Nhulunbuy,-12.2333,136.7667,77.61,83,100,0.0,AU,2021-10-11 21:44:55
544,Finschhafen,-6.6024,147.8681,81.21,76,73,2.15,PG,2021-10-11 21:44:55
545,Hidalgo,20.5,-99.0,79.3,40,1,12.39,MX,2021-10-11 21:42:53
546,Nimbahera,24.6167,74.6833,74.64,72,9,2.17,IN,2021-10-11 21:44:56
547,Dingle,10.9995,122.6711,77.31,92,100,13.4,PH,2021-10-11 21:44:56
548,Eyemouth,55.8713,-2.0901,54.23,88,100,1.99,GB,2021-10-11 21:44:56
549,Marrakesh,31.6315,-8.0083,69.87,64,40,8.05,MA,2021-10-11 21:41:15
550,Darnah,32.767,22.6367,72.95,76,2,12.44,LY,2021-10-11 21:44:57
551,Pangkalanbuun,-2.6833,111.6167,74.82,96,99,1.07,ID,2021-10-11 21:44:57
552,Ukholovo,53.7929,40.4892,43.32,61,97,6.6,RU,2021-10-11 21:44:58
553,Khandbari,27.3747,87.2039,67.24,73,1,4.45,NP,2021-10-11 21:44:58
554,Koumac,-20.5667,164.2833,76.75,63,95,1.12,NC,2021-10-11 21:44:58
555,Svetlogorsk,52.6333,29.7333,42.84,70,100,5.66,BY,2021-10-11 21:44:59
556,Harper,4.375,-7.7169,78.15,86,94,6.26,LR,2021-10-11 21:44:59
557,Pandamatenga,-18.5278,25.627,69.06,52,1,7.67,BW,2021-10-11 21:45:00
558,Masumbwe,-3.6333,32.1833,77.38,31,78,6.29,TZ,2021-10-11 21:45:00
559,Bandundu,-3.3167,17.3667,74.68,89,100,2.26,CD,2021-10-11 21:45:00
